Year,Month,Day,Latitude (N),Longitude (W),Depth (km),Hours,Minutes,Seconds,Mag/Int,Location,Source Catalog
1890,06,10,32.72,-114.62,0.0,17,54,00,VI,,AZGS
1888,11,25,32.22,-110.97,0.0,00,00,00,IV,,AZGS
1888,11,13,32.72,-114.62,0.0,00,42,00,VI,,AZGS
1888,08,19,32.72,-114.62,0.0,06,16,00,V,,AZGS
1888,08,19,32.72,-114.62,0.0,03,00,00,VI,,AZGS
1888,07,25,31.71,-110.07,0.0,00,00,00,VI,,AZGS
1887,11,11,32.0,-110.58,0.0,00,00,00,VII,,AZGS
1887,05,30,31.71,-110.07,0.0,14,00,00,V,,AZGS
1887,05,03,30.8,-109.25,10.0,14,30,00,7.5,,Suter
1884,09,27,32.72,-114.62,0.0,04,00,00,II,,AZGS
1884,09,26,32.72,-114.62,0.0,23,53,00,IV,,AZGS
1884,09,02,32.72,-114.62,0.0,00,00,00,IV,,AZGS
1878,12,17,32.72,-114.62,0.0,16,00,00,VI,,AZGS
1877,09,20,32.72,-114.62,0.0,19,10,00,V,,AZGS
1877,09,07,32.72,-114.62,0.0,22,00,00,III,,AEIC
1876,04,20,32.72,-114.62,0.0,07,00,00,V,,AZGS
1875,11,15,32.5,-115.5,0.0,14,45,00,6.25,,SCEC
1875,11,03,32.72,-114.62,0.0,13,00,00,VI,,AZGS
1875,11,02,32.38,-114.6,0.0,09,00,00,V,,AZGS
1875,11,01,32.72,-114.62,0.0,08,30,00,V,,AZGS
1875,01,21,33.65,-114.5,0.0,19,45,00,V,,AZGS
1874,11,10,32.72,-114.62,0.0,15,00,00,VI,,AZGS
1872,05,03,32.8,-115.2,0.0,01,00,00,5.75,,SCEC
1871,02,07,34.1,-112.44,0.0,15,08,00,V,,AZGS
1870,08,12,34.55,-112.47,0.0,00,00,00,VI,,AZGS
1870,03,11,34.55,-112.47,0.0,10,20,00,V,,AZGS
1852,11,29,32.5,-115.0,0.0,12,20,00,6.5,,SCEC
